% Context
% Using TA-Lib : Technical Analysis Library. Backtest on the SPY Index data, using support and resistance indicators or any other indicator. 
% Content
% Data contains daily SPY Index: 
% Date    Open    High    Low Close   Adj Close   Volume
% Acknowledgements
% Support for Resistance: Technical Analysis
% WIKI link: https://en.wikipedia.org/wiki/Support_and_resistance
% Inspiration
% Do your best for the backtest and technical indicator implementation
@RELATION Technical-Indicator-Backtest

@ATTRIBUTE Date STRING
@ATTRIBUTE Open REAL
@ATTRIBUTE High REAL
@ATTRIBUTE Low REAL
@ATTRIBUTE Close REAL
@ATTRIBUTE Adj_Close REAL
@ATTRIBUTE Volume INTEGER

@DATA
12/28/1993,46.9687,47.125,46.9375,47.0937,47.0937,880600
12/29/1993,47.125,47.1562,47.0,47.0312,47.0312,266700
12/30/1993,47.0,47.0,46.75,46.8437,46.8437,219900
12/31/1993,46.9375,47.0,46.5625,46.5937,46.5937,312900
1/3/1994,46.5937,46.6562,46.4062,46.4687,46.4687,960900
1/4/1994,46.5312,46.6562,46.4687,46.6562,46.6562,164300
1/5/1994,46.7187,46.7812,46.5312,46.75,46.75,710900
1/6/1994,46.8125,46.8437,46.6875,46.75,46.75,201000
1/7/1994,46.8437,47.0625,46.7187,47.0312,47.0312,775500
1/10/1994,47.0937,47.5937,46.9687,47.5937,47.5937,593700
1/11/1994,47.5625,47.5625,47.3437,47.5,47.5,295200
1/12/1994,47.5312,47.5312,47.1875,47.3437,47.3437,158400
1/13/1994,47.2187,47.3125,47.1562,47.2187,47.2187,244300
1/14/1994,47.375,47.5,47.375,47.4062,47.4062,137200
1/17/1994,47.4062,47.4687,47.3125,47.4062,47.4062,17700
1/18/1994,47.4687,47.5312,47.375,47.4687,47.4687,166400
1/19/1994,47.4062,47.4687,47.25,47.3437,47.3437,200800
1/20/1994,47.4062,47.5,47.375,47.4687,47.4687,281100
1/21/1994,47.5312,47.5312,47.3437,47.375,47.375,85600
1/24/1994,47.3437,47.5625,47.1875,47.1875,47.1875,373800
1/25/1994,47.2187,47.25,47.0937,47.1875,47.1875,310400
1/26/1994,47.1875,47.3437,47.125,47.3125,47.3125,145100
1/27/1994,47.4062,47.8125,47.3437,47.75,47.75,344500
1/28/1994,47.9375,48.0312,47.875,47.875,47.875,356500
1/31/1994,48.0625,48.3125,48.0,48.2187,48.2187,313800
2/1/1994,48.1562,48.1562,47.9062,47.9687,47.9687,303600
2/2/1994,48.125,48.2812,48.0937,48.2812,48.2812,307600
2/3/1994,48.1875,48.1875,47.9062,48.0625,48.0625,466100
2/4/1994,48.0625,48.125,46.9687,46.9687,46.9687,1403200
2/7/1994,46.8437,47.3125,46.8437,47.1875,47.1875,516400
2/8/1994,47.2812,47.2812,47.0312,47.2187,47.2187,188200
2/9/1994,47.25,47.4375,47.1875,47.4062,47.4062,144600
2/10/1994,47.375,47.4062,47.0,47.0,47.0,883900
2/11/1994,47.0312,47.2812,46.8125,47.1562,47.1562,519400
2/14/1994,47.0625,47.375,47.0,47.2187,47.2187,2742100
2/15/1994,47.3125,47.5,47.25,47.4687,47.4687,374700
2/16/1994,47.5312,47.5312,47.3437,47.4375,47.4375,287600
2/17/1994,47.6562,47.6875,47.0312,47.1562,47.1562,342400
2/18/1994,47.1875,47.2187,46.75,46.875,46.875,313300
2/22/1994,47.0,47.3437,47.0,47.3437,47.3437,154500
2/23/1994,47.4062,47.4375,47.0625,47.2187,47.2187,391700
2/24/1994,47.0625,47.0625,46.5625,46.5937,46.5937,770800
2/25/1994,46.6562,46.8125,46.5625,46.8125,46.8125,531300
2/28/1994,46.9375,47.0625,46.8125,46.8125,46.8125,333000
3/1/1994,46.8125,46.9062,46.375,46.625,46.625,423600
3/2/1994,46.0312,46.6875,45.9062,46.6875,46.6875,581500
3/3/1994,46.625,46.625,46.4375,46.5625,46.5625,223200
3/4/1994,46.5625,46.8125,46.4062,46.6875,46.6875,595800
3/7/1994,46.8437,47.0,46.8437,46.9375,46.9375,539800
3/8/1994,46.9687,46.9687,46.6875,46.75,46.75,880300
3/9/1994,46.8125,47.0,46.5937,46.9687,46.9687,2500100
3/10/1994,46.9375,46.9375,46.4375,46.5937,46.5937,207400
3/11/1994,46.6562,46.9062,46.4062,46.8437,46.8437,576600
3/14/1994,47.0312,47.0312,46.8437,46.9062,46.9062,345900
3/15/1994,47.0,47.0937,46.8437,46.875,46.875,748600
3/16/1994,46.9375,47.25,46.7812,47.25,47.25,455500
3/17/1994,47.0937,47.3125,47.0937,47.25,47.25,133000
3/18/1994,46.75,47.0312,46.7187,46.9687,46.9687,365500
3/21/1994,46.8125,46.9375,46.7187,46.8437,46.8437,324800
3/22/1994,46.8437,47.0625,46.75,46.9687,46.9687,435700
3/23/1994,46.9375,47.0625,46.9062,46.9375,46.9375,698500
3/24/1994,46.75,46.8437,46.1562,46.375,46.375,1200500
3/25/1994,46.4062,46.5312,45.9375,45.9375,45.9375,100900
3/28/1994,46.0,46.0625,45.5937,46.0,46.0,1117200
3/29/1994,46.0,46.0312,45.0937,45.0937,45.0937,338400
3/30/1994,45.125,45.25,44.4687,44.4687,44.4687,1123900
3/31/1994,44.4687,44.6875,43.5312,44.5937,44.5937,788800
4/4/1994,43.3437,44.0312,43.3437,43.9062,43.9062,2627300
4/5/1994,44.3437,44.8125,44.3437,44.8125,44.8125,1179000
4/6/1994,44.875,44.9062,44.5,44.8125,44.8125,516500
4/7/1994,44.7812,45.125,44.5312,45.0312,45.0312,666100
4/8/1994,44.9375,44.9375,44.4687,44.6875,44.6875,242400
4/11/1994,44.8125,45.0625,44.703098,44.875,44.875,203300
4/12/1994,44.921799,45.0,44.7187,44.8125,44.8125,1409200
4/13/1994,44.796799,44.9062,44.25,44.578098,44.578098,364100
4/14/1994,44.5,44.828098,44.4062,44.5937,44.5937,419900
4/15/1994,44.578098,44.7812,44.515598,44.5937,44.5937,387300
4/18/1994,44.640598,44.765598,44.1562,44.296799,44.296799,369100
4/19/1994,44.25,44.5312,43.984299,44.359299,44.359299,472200
4/20/1994,44.4062,44.515598,44.078098,44.3125,44.3125,508000
4/21/1994,44.5,44.9687,44.3437,44.9062,44.9062,200300
4/22/1994,45.015598,45.046799,44.734299,44.859299,44.859299,301800
4/25/1994,44.8437,45.359299,44.8437,45.328098,45.328098,394600
4/26/1994,45.265598,45.3437,45.1875,45.2812,45.2812,399000
4/28/1994,45.1875,45.25,44.8125,44.953098,44.953098,287000
4/29/1994,44.875,45.1562,44.8125,45.0937,45.0937,481900
5/2/1994,45.0937,45.7187,44.9375,45.375,45.375,275000
5/3/1994,45.390598,45.4062,45.0625,45.328098,45.328098,183400
5/4/1994,45.421799,45.421799,45.078098,45.25,45.25,401900
5/5/1994,45.296799,45.375,45.1875,45.1875,45.1875,659800
5/6/1994,44.9687,44.9687,44.5937,44.75,44.75,216300
5/9/1994,44.625,44.75,44.2812,44.359299,44.359299,499300
5/10/1994,44.578098,44.8437,44.546799,44.703098,44.703098,583400
5/11/1994,44.6562,44.7187,44.171799,44.296799,44.296799,210600
5/12/1994,44.578098,44.625,44.4062,44.515598,44.515598,305200
5/13/1994,44.640598,44.640598,44.296799,44.515598,44.515598,321300
5/16/1994,44.609299,44.75,44.515598,44.5312,44.5312,450400
5/17/1994,44.5625,45.1875,44.5,45.1875,45.1875,470200
5/18/1994,45.2187,45.6875,45.015598,45.515598,45.515598,824800
5/19/1994,45.421799,45.859299,45.421799,45.734299,45.734299,531000
5/20/1994,45.6562,45.6875,45.5,45.5625,45.5625,370400
5/23/1994,45.515598,45.5312,45.3437,45.484299,45.484299,262700
5/24/1994,45.609299,45.8437,45.609299,45.671799,45.671799,549600
5/25/1994,45.5,45.828098,45.3437,45.796799,45.796799,738200
5/26/1994,45.7812,45.9375,45.734299,45.828098,45.828098,369600
5/27/1994,45.75,45.875,45.671799,45.875,45.875,162000
5/31/1994,45.734299,45.9062,45.6562,45.8125,45.8125,160000
6/1/1994,45.703098,46.015598,45.5625,46.015598,46.015598,200500
6/2/1994,46.046799,46.046799,45.890598,45.9687,45.9687,55100
6/3/1994,46.0,46.390598,45.859299,46.234299,46.234299,550400
6/6/1994,46.328098,46.4687,46.1875,46.2187,46.2187,99300
6/7/1994,46.140598,46.2187,46.0312,46.1562,46.1562,120600
6/8/1994,46.265598,46.265598,45.7812,45.7812,45.7812,131900
6/9/1994,45.984299,46.0312,45.890598,46.0312,46.0312,80500
6/10/1994,46.078098,46.203098,46.078098,46.109299,46.109299,83100
6/13/1994,46.046799,46.1875,46.0312,46.171799,46.171799,109700
6/14/1994,46.3125,46.546799,46.3125,46.5312,46.5312,161000
6/15/1994,46.546799,46.5625,46.3125,46.3437,46.3437,142800
6/16/1994,46.3437,46.4687,46.296799,46.4375,46.4375,44000
6/17/1994,46.1562,46.203098,45.8125,45.875,45.875,403800
6/20/1994,45.546799,45.625,45.4375,45.484299,45.484299,137400
6/21/1994,45.453098,45.453098,44.9062,45.0937,45.0937,139200
6/22/1994,45.2187,45.421799,45.171799,45.265598,45.265598,279900
6/23/1994,45.3437,45.4062,44.9375,45.0,45.0,922500
6/24/1994,44.7812,44.7812,44.0,44.0625,44.0625,353800
6/27/1994,44.234299,44.828098,44.015598,44.828098,44.828098,371200
6/28/1994,44.8437,44.8437,44.25,44.609299,44.609299,5382300
6/29/1994,44.671799,45.015598,44.625,44.75,44.75,311800
6/30/1994,44.828098,44.8437,44.3125,44.4687,44.4687,271900
7/1/1994,44.6875,44.6875,44.375,44.5625,44.5625,406900
7/5/1994,44.6562,44.859299,44.515598,44.796799,44.796799,112000
7/6/1994,44.625,44.8125,44.4687,44.734299,44.734299,174800
7/7/1994,44.734299,44.921799,44.6875,44.921799,44.921799,66700
7/8/1994,44.640598,44.984299,44.625,44.9062,44.9062,148400
7/11/1994,44.9375,45.015598,44.5312,44.75,44.75,124000
7/12/1994,44.765598,44.828098,44.515598,44.8125,44.8125,257300
7/13/1994,44.828098,45.0312,44.828098,44.890598,44.890598,532700
7/14/1994,45.109299,45.4687,45.078098,45.375,45.375,494200
7/15/1994,45.3437,45.484299,45.328098,45.390598,45.390598,49100
7/18/1994,45.390598,45.578098,45.390598,45.4687,45.4687,72300
7/19/1994,45.546799,45.5625,45.375,45.375,45.375,609500
7/20/1994,45.4062,45.4062,45.0625,45.171799,45.171799,185300
7/21/1994,45.171799,45.296799,45.078098,45.265598,45.265598,86300
7/22/1994,45.375,45.4062,45.25,45.3437,45.3437,151600
7/25/1994,45.359299,45.453098,45.3125,45.4062,45.4062,120900
7/26/1994,45.390598,45.421799,45.3125,45.359299,45.359299,489600
7/27/1994,45.359299,45.359299,45.171799,45.359299,45.359299,83200
7/28/1994,45.359299,45.578098,45.359299,45.453098,45.453098,828200
7/29/1994,45.765598,46.046799,45.75,45.9062,45.9062,459100
8/1/1994,45.9375,46.1562,45.890598,46.125,46.125,486300
8/2/1994,46.2812,46.375,46.0312,46.1875,46.1875,505500
8/3/1994,46.171799,46.234299,46.0937,46.203098,46.203098,144100
8/4/1994,46.171799,46.2187,45.921799,45.9375,45.9375,231700
8/5/1994,45.703098,45.8437,45.6562,45.7812,45.7812,138400
8/8/1994,45.828098,45.9375,45.7812,45.890598,45.890598,328600
8/9/1994,45.7187,45.9687,45.7187,45.9687,45.9687,105900
8/10/1994,46.0,46.1875,45.9375,46.140598,46.140598,840300
8/11/1994,46.0312,46.234299,45.734299,45.9687,45.9687,876200
8/12/1994,46.046799,46.3437,46.046799,46.328098,46.328098,184100
8/15/1994,46.375,46.484299,46.3125,46.3125,46.3125,325900
8/16/1994,46.3437,46.6875,46.1562,46.640598,46.640598,1089500
8/17/1994,46.703098,46.734299,46.578098,46.609299,46.609299,133700
